Date,High,Low,Mid,Last,Bid,Ask,Volume
2016-12-18,7.944,7.4733,7.85015,7.8367,7.8301,7.8702,45330.58195568
2016-12-17,7.9574,7.7695,7.86985,7.8914,7.8451,7.8946,16675.4752202
2016-12-16,8.2269,7.7064,7.8431,7.8703,7.8161,7.8701,42016.69533003
2016-12-15,8.489,8.2,8.2095,8.23,8.2,8.219,4445.17449507
2016-12-14,8.49,8.3,8.37205,8.4,8.3441,8.4,6201.2844811
2016-12-13,8.626,8.0894,8.4887,8.49,8.4874,8.49,23598.85131838
2016-12-12,8.248,8.0,8.1895,8.17,8.169,8.21,7459.54733753
2016-12-11,8.5525,7.94,8.1177,8.14,8.0898,8.1456,10729.57860289
2016-12-10,8.65,8.02,8.37655,8.4,8.3561,8.397,18128.32292915
2016-12-09,8.8446,8.1651,8.16185,8.1653,8.1539,8.1698,49161.15679189
2016-12-08,8.7,7.269,8.34065,8.3461,8.3184,8.3629,46914.58442702
2016-12-07,7.8785,5.861,7.80355,7.8494,7.7671,7.84,175229.00865994
2016-12-06,7.567,6.501,6.76275,6.7864,6.747,6.7785,74496.87251587
2016-12-05,7.906,7.3421,7.4128,7.4048,7.4,7.4256,9964.92538589
2016-12-04,8.1,7.5897,7.85885,7.875,7.8427,7.875,62571.15662989
2016-12-03,8.43,7.1,7.72055,7.728,7.6931,7.748,141744.8810671
2016-12-02,8.609,8.358,8.4389,8.43,8.429,8.4488,27504.73996069
2016-12-01,8.758,8.1052,8.535,8.5639,8.5221,8.5479,36948.70368219
2016-11-30,8.7439,7.737,8.1013,8.1596,8.0728,8.1298,53931.96784651
2016-11-29,9.0172,8.649,8.663,8.658,8.65,8.676,12000.93589223
2016-11-28,9.302,8.702,8.9335,8.9001,8.9,8.967,17819.09719278
2016-11-27,9.53,9.22,9.27495,9.3325,9.266,9.2839,3776.33942775
2016-11-26,9.69,9.164,9.40095,9.4269,9.38,9.4219,18461.74185146
2016-11-25,9.788,8.7,9.16805,9.1954,9.1661,9.17,34912.75700133
2016-11-24,9.919,9.683,9.7971,9.787,9.787,9.8072,8014.57342518
2016-11-23,10.255,9.542,9.861,9.876,9.846,9.876,29462.38643803
2016-11-22,9.679,9.508,9.626,9.615,9.602,9.65,2472.23783045
2016-11-21,9.7641,9.494,9.569,9.5709,9.538,9.6,8289.08270692
2016-11-20,9.8609,9.476,9.69295,9.696,9.67,9.7159,22128.16652549
2016-11-19,10.031,9.455,9.5155,9.526,9.488,9.543,16566.69138833
2016-11-18,10.27,9.901,9.97,9.9689,9.9501,9.9899,29455.05069835
2016-11-17,10.5,9.9271,10.055,10.045,10.03,10.08,33959.2742341
2016-11-16,10.41,9.7161,10.213,10.265,10.177,10.249,14990.44583491
2016-11-15,10.193,9.956,9.994,9.9651,9.971,10.017,5014.8654071
2016-11-14,10.37,9.808,10.105,10.127,10.079,10.131,7959.37181464
2016-11-13,10.319,9.68,9.864,9.851,9.842,9.886,19495.3937581
2016-11-12,10.58,10.261,10.2685,10.27,10.257,10.28,4746.00240134
2016-11-11,10.693,10.48,10.509,10.49,10.48,10.538,2393.40384082
2016-11-10,10.87,10.2,10.6725,10.648,10.63,10.715,22817.55804483
2016-11-09,11.211,10.788,10.8895,10.87,10.87,10.909,18242.38345489
2016-11-08,11.099,10.85,10.918,10.88,10.88,10.956,23844.43229722
2016-11-06,11.272,10.916,10.972,10.944,10.944,11.0,3178.43683636
2016-11-05,11.24,10.992,11.1275,11.168,11.087,11.168,5416.26441072
2016-11-04,11.24,10.85,11.2145,11.224,11.207,11.222,15192.68805844
2016-11-03,11.182,10.793,10.921,10.95,10.911,10.931,30315.11360162
2016-11-02,11.247,10.729,10.856,10.875,10.837,10.875,26560.37322967
2016-11-01,11.21,10.405,10.8075,10.849,10.788,10.827,40170.49429448
2016-10-31,11.5,10.97,11.097,11.078,11.049,11.145,36368.37904082
2016-10-30,11.529,10.314,11.3775,11.348,11.348,11.407,23963.65515835
2016-10-29,11.26,9.5,10.415,10.381,10.39,10.44,86999.01679723
2016-10-28,11.699,10.854,11.055,11.045,11.05,11.06,59610.6432391
2016-10-27,11.6,11.231,11.476,11.504,11.443,11.509,24315.17972471
2016-10-26,11.724,11.358,11.506,11.512,11.501,11.511,19333.80433491
2016-10-25,12.01,11.122,11.475,11.421,11.435,11.515,31957.86346619
2016-10-24,12.23,11.981,12.0155,12.01,12.01,12.021,13659.45062197
2016-10-23,12.289,11.991,12.1,12.07,12.071,12.129,9298.50873674
2016-10-22,12.374,12.082,12.2195,12.172,12.187,12.252,5929.49954108
2016-10-21,12.2,12.087,12.175,12.189,12.16,12.19,8536.43341343
2016-10-20,12.316,11.988,12.1125,12.09,12.091,12.134,24689.02987411
2016-10-19,12.623,11.95,12.012,12.022,11.988,12.036,37691.69727299
2016-10-18,12.91,11.981,12.5515,12.541,12.541,12.562,67665.81872426
2016-10-17,12.034,11.811,11.989,12.001,11.978,12.0,26172.10158206
2016-10-16,12.06,11.92,11.9405,11.92,11.92,11.961,5378.72499322
